Name of Design,Instructions,Photo File Name
Red_Heart_Santa_Cloth_Crochet_Dishcloth,"INSTRUCTIONS
With A, ch 22.
1st row:  1 sc in 2nd ch from hook. 
1 sc in each ch to end of chain. 
Turn. 21 sts. 
2nd to 7th rows:   Ch 1. 1 sc in 
each st to end of row. Turn.
At end of 7th row, break A. Join B. 8th row: With B, ch 1. 1 sc in each 
of first 10 sts. Bobble in next st. 1 sc 
in each of last 10 sts. Turn. 
9th to 14th rows:  Ch 1. 1 sc in 
each st to end of row. Turn.
At end of 14th row, break B. Join 
A. Turn.
15th row: With A, ch 1. 1 sc in each
st to end of row.  Turn.
16th and 17th rows: Ch 1. 1 sc in
each st to end of row. Turn.
At end of 17th row. break A. Join C.
18th row:  With C, ch 1. 1 sc in each
st to end of row. Turn.",Red_Heart_Santa_Cloth_Crochet_Dishcloth.jpg
Patons_Sampler_Afghan_To_Crochet,"INSTRUCTIONS
Note:  Make one of each motif in 
Contrasts A, B and C. There will be 
42 motifs in all (14 in each color).
All motifs have identical edging 
worked in MC. Edging:  (Worked on all Motifs)
1st rnd:  With RS of Motif facing, 
join MC with sl  st in top right 
corner. Ch 1. Work 3 sc in corner. 
*Work 25 sc evenly spaced to next 
corner. Work 3  sc in corner. Rep 
from * twice more. Work 25  sc 
evenly spaced to first corner. Join 
with sl st to first sc.
2nd rnd:  Ch  1. Working in back 
loops only  of each st around, work 
1  sc in same  sc as last sl  st. 3  sc 
in next corner sc. *1 sc in each sc 
to next corner  sc. 3  sc in next 
corner sc. Rep from * twice more. 
1 sc in each sc to first sc. Join with 
sl st to first sc. Fasten off.",Patons_Sampler_Afghan_To_Crochet.jpg
Bernat_Tassel_And_Texture_Crochet_Pillow,"INSTRUCTIONS
Ch 42. See chart on page 2.
1st row: (RS). 1 hdc in 3rd ch from 
hook (skipped ch-2 counts as hdc). 
1 hdc in each ch to end of chain. 
Turn. 41 hdc.
2nd row: Ch 2 (coun ts as hdc 
throughout). 1 hdcfl in each st to 
end of row . Turn.3rd row (Fringe row): Ch 2. 1 hdcbl  
in each st to end of row. Place 
marker at end of row. Turn.4th row: As 2nd row.5th row: Ch 2. 1 hdcbl in next st. *RSPopcorn in back loop onlyof next st. 1 hdcbl in next st. Repfrom * to last st. 1 hdcbl in st. Turn.6th row: Ch 2. 1 hdcfl in each of
next 2 sts. *WSPopcorn in frontloop only of next st. 1 hdcfl in nextst. Rep from * to last 2 sts. 1 hdcfl  in each of last 2 sts. Turn.7th row: As 5th row.8th row: As 6th row.
TASSEL AND TEXTURE CROCHET PILLOW  |  CROCHET   1 of 2TASSEL AND TEXTURE CROCHET PILLOW  |  CROCHET",Bernat_Tassel_And_Texture_Crochet_Pillow.jpg
Lily_Sugarn_Cream_Foxy_Stash_Basket,"INSTRUCTIONS
Notes
• Basket is worked holding 
2 strands tog.
• Ears are worked with  
1 strand only.
• Ch 2 at beg of rnd does not  
count as hdc.• When joining new color, work to 
last 2 loops on hook of last st. 
Draw new color through 2 loops, 
then proceed in new color.
• Carry color not in use across top 
of previous rnd and work sts 
around it to prevent stranding.
Beg at Base, with 2 strands of MC 
and larger hook, ch 4. Join with 
sl st to first ch to form a ring.
1st rnd:  Ch 2. 8 hdc in ring. Join 
with sl st to first hdc.
2nd rnd:  Ch 2. 2 hdc in each hdc 
around. Join with sl st to first hdc. 16 hdc.",Lily_Sugarn_Cream_Foxy_Stash_Basket.jpg
Bernat_Striped_Crochet_Baby_Blanket,"INSTRUCTIONS
Stripe Pat
With A, work 1 row.With B, work 1 row.With C, work 2 rows.With D, work 3 rows.With A, work 5 rows.With B, work 8 rows.With C, work 1 row.With D, work 1 row.With A, work 2 rows.With B, work 3 rows.With C, work 5 rows.With D, work 8 rows.These 40 rows form Stripe Pat.
With A, ch 99 loosely. 
1st row: (RS). With A, ch 1. 1 sc in
2nd ch from hook. 1 sc in each ch toend of ch. T urn. 98 sc.2nd row: With B, ch 1. 1 sc in each sc
to end of row. T urn.First 2 rows of Stripe Pat are complete.
Keeping cont of Stripe Pat, rep last
row until 40 rows of Stripe Pat havebeen worked 3 times. Fasten off.Edging: Join C with sl st to any corner
of Blanket. Ch 1. Work one rnd of scevenly around Blanket, having 3 sc incorners. Join with sl st to first sc.Fasten off. 
ABBREVIATIONS
www.bernat.com/glossary
P .O. Box 40, Listowel ON  N4W 3H3    
“home style… life style… your style.”",Bernat_Striped_Crochet_Baby_Blanket.jpg
Lily_Sugarn_Cream_Nubby_Crochet_Scrubber,"INSTRUCTIONS
Foundation Piece
Ch 4. Join with sl st to first ch to 
form ring. 
1st rnd: Ch 1. 1 sc in ring. Pla ce 
marker in first sc. 9 sc in ring. 10 sc. 
Not e: Sts in following rnds are 
worked through back loops only.  
Foundation Piece is worked in 
spiral . Do not join at end of rnds.  
2nd rnd: 2 sc in each sc around.  
20 sc.
3rd rnd: *1 sc in next sc.  2 sc in 
next sc. Rep from * a round. 30 sc. 
4th rnd: *1 sc in  each of next 2 sc. 
2 sc in next sc. Rep from * around. 
40 sc.
5th rnd: *1 sc in each of next 3 sc. 
2 sc in next sc. Rep from * around. 
50 sc. Join with sl st to next st. Fasten off. Texture Layer
Join yarn with sl st in first unworked front loop at center of Foundation Piece. Ch 4. 1 sc in 2nd ch from hook. 1 sc in each of next 2 ch. Sl st into same st.*Sl st in unworked front loop ofnext st. Ch 4. 1 sc in 2nd ch fromhook. 1 sc in each of next 2 ch. Sl stinto same st.  Rep from * until allunworked front loops have beenworked around Foundation Piece.Ch 12 for hanging loop. Joinwith sl st to 12th ch from hook.Fasten off.",Lily_Sugarn_Cream_Nubby_Crochet_Scrubber.jpg
Bernat_Crochet_Cables_Afghan,"INSTRUCTIONS
Note:  Ch 2 at beg of row does not 
count as hdc.
Ch 102. See chart on page 2.
1st row:  (WS). 1 hdc in 3rd ch 
from hook. 1 hdc in each ch to 
end of chain. Turn. 100 hdc.2nd row:   Ch 2. 1 hdc in each of 
next 4 hdc. *(1 dcfp around next 
st) twice. 1 hdc in each of next  
4 hdc.  Skip next 4 sts.  (Dtrfp 
around next st) 4 times.  Working 
in front of sts just worked,  
1 dtrfp around each of 4 skipped 
sts. 1 hdc in each of next 4 hdc. 
Rep from * to last 6 sts.  (1 dcfp 
around next st) twice. 1 hdc in 
each of next 4 hdc. Turn.
3rd row:  Ch 2. 1 hdc in each of 
next 4 sts. *(1 dcbp around next 
st) twice. 1 hdc in each of next  
4 sts. 1 dcbp around each of next 
Version 1
Version 3Version 2SHOP KIT
BRC0502-002590M   |  April 13, 2024
SKU # X | CROCHET   1 of XX | CROCHET
For accessibility support, please contact customer care at 1-888-368-8401 or access@yarnspirations.com.  CROCHET CABLES AFGHAN   2 of 2CROCHET CABLES AFGHAN
8 sts. 1 hdc in each of next 4 sts. 
Rep from * to last 6 sts. (1 dcbp 
around next st) twice.  1 hdc in 
each of next 4 sts. Turn. 
4th row:  Ch 2. 1 hdc in each of 
next 4 sts. *(1 dcfp around next 
st) twice. 1 hdc in each of next  
4 sts. 1 dcfp around each of next  
8 sts. 1 hdc in each of next 4 sts. 
Rep from * to last 6 sts. (1 dcfp 
around next st) twice.  1 hdc in 
each of next 4 sts. Turn. 
5th row:   As 3rd row. 
Rep 2nd to 5th rows until work 
from beg measures approx 
58"" [147.5 cm], ending on 3rd 
row. Do not  fasten off. Proceed as 
follows:
Top Fringe
**1st row:  Ch 1. 1 sc in each st to 
end of row. Turn. 100 sc.
2nd row:  Ch 1. *(Sl st in next 
sc.  Draw up a loop 16"" [40.5 cm] 
long. Twist loop 40 times. Sl st in 
same st, allowing twisted loop to 
coil around itself) twice. Sl st in 
next sc.  Rep from * to last st. Sl st  
in next sc.  Draw up a loop 16""  
[40.5 cm] long. Twist loop 40 
times. Sl st in same st, allowing 
twisted loop to coil around itself. 
Fasten off.** Bottom Fringe
With RS facing, join yarn with sl st 
to last ch of foundation ch. Work 
from ** to ** as given for Top 
Fringe.
1357
24
REPEA T
REDUCED SAMPLE OF PATTERN68
= half double crochet (hdc)STITCH KEY
= chain (ch)
= front post double 
   crochet (dcfp)
= front post double 
   treble crochet (dtrfp)= back post double 
   crochet (dcbp)BRC0502-002590M   |  April 13, 2024",Bernat_Crochet_Cables_Afghan.jpg
Lily_Sugarn_Cream_Crochet_Succulents,"INSTRUCTIONS
SOIL
Bottom
**With A, ch 2.
1st rnd:  8 sc in 2nd ch from hook. 
Join with sl st to first sc.
2nd rnd:  Ch 1. 2 sc in each sc 
around. Join with sl st to first sc. 
16 sc.3rd rnd:  Ch 1. 1 sc in first sc. *2 sc 
in next sc. 1 sc in next sc. Rep from 
* to last sc. 2 sc in last sc. Join with 
sl st to first sc. 24 sc.
4th rnd:  Ch 1. 1 sc in each of first 
2 sc. *2 sc in next sc. 1 sc in each 
of next 2 sc. Rep from * to last sc. 
2 sc in last sc. Join with sl st to first 
sc. 32 sc.**
Large Size only: 5th rnd:  Ch 1.  
1 sc in each of first 3 sc. *2 sc in 
next sc. 1 sc in each of next 3 sc. 
Rep from * to last sc. 2 sc in last sc. 
Join with sl st to first sc. 40 sc.
6th rnd:  Ch 1. 1 sc in each of first 
4 sc. *2 sc in next sc. 1 sc in each 
of next 4 sc. Rep from * to last sc. 
2 sc in last sc. Join with sl st to first 
sc. 48 sc.***Approx = Approximately
Beg = Begin(ning)
Ch = Chain(s)
Dc = Double crochet
Hdc = Half double crochet
Rem = Remain(ing)
Rep = RepeatRS = Right side
Rnd(s) = Round(s)
Sc = Single crochet
Sl st = Slip stitch
St(s) = Stitch(es)
Tog = Together
Tr = Treble crochetABBREVIATIONS
Aloe Vera
SucculentSnake 
Plant
SKU # X | CROCHET   1 of X SCC0518-009827M  CROCHET SUCCULENTS | CROCHET    2 of 3CROCHET SUCCULENTS  |  CROCHET
Both Sizes: Next rnd:  Ch 1. 
Working in back loops only, 1 sc 
in each sc around. Join with sl st 
to first sc.
Next 2 rnds:  Ch 1. Working in 
both loops, 1 sc in each sc around. 
Join with sl st to first sc. Fasten off 
at end of 2nd rnd.
Top
Small Size only:  Work from ** to 
** as given above (4 rnds). Fasten 
off.
Large Size only: Work from ** to 
*** as given above (6 rnds). Fasten 
off.
Both Sizes:  Sew Top to edge 
of Bottom, leaving opening for 
stuffing. Stuff lightly. Sew rem 
seam closed.
ALOE VERA 
See chart on page 3.
With B, **ch 21. 1st row: (RS).  1 sc 
in 2nd ch from hook. 1 sc in each of 
next 2 ch. 1 hdc in each of next 3 ch. 
1 dc in each of next 3 ch. 1 tr in each 
ch to end of chain. Turn.
2nd row: Ch 4 (counts as tr). Working  
in front loops only, 1 tr in each of 
next 10 tr. 1 dc in each of next  
3 dc. 1 hdc in each of next 3 hdc.  1 sc in each of next 3 sc. Turn.
3rd row: Ch 1. Working in back 
loops only, 1 sc in each of first 3 sc. 
1 hdc in each of next 3 hdc. 1 dc 
in each of next 3 dc. 1 tr in each tr 
to end of row.**
1 Triangle made.  Do not fasten off. 
Rep from ** to ** once more. Do 
not fasten off.
***With B, ch 16.
Next row: (RS).  1 sc in 2nd ch 
from hook. 1 sc in each of next  
2 ch. 1 hdc in each of next 3 ch.  
1 dc in each of next 3 ch. 1 tr in 
each ch to end of chain. Turn.
2nd row: Ch 4 (counts as tr). 
Working in front loops only, 1 tr in 
each of next 5 tr. 1 dc in each of 
next 3 dc. 1 hdc in each of next  
3 hdc. 1 sc in each of next 3 sc. 
Turn.
3rd row: Ch 1. Working in back 
loops only, 1 sc in each of first 3 sc. 
1 hdc in each of next 3 hdc. 1 dc 
in each of next 3 dc. 1 tr in each tr 
to end of row. ***
Rep from *** to *** twice more.  
5 Triangles total. Fasten off.
Sew foundation ch and last row of 
each Triangle tog, forming Spikes.
Stuff Spikes lightly. Sew Spikes to 
Soil as seen in picture.SNAKE PLANT
See chart on page 3.
Large Leaf (make 4)
With C, ch 21.
1st row:  (RS).  1 sc in 2nd ch from 
hook. 1 sc in each of next 2 ch.  
1 hdc in each of next 3 ch. 1 dc in 
each of next 8 ch. 1 hdc in each 
of next 3 ch. 1 sc in each of next  
2 ch. 3 sc in last ch. Working across 
opposite side of foundation ch , 1 sc 
in each of next 2 ch. 1 hdc in each 
of next 3 ch. 1 dc in each of next 
8 ch. 1 hdc in each of next 3 ch.  
1 sc in each of next 3 ch. Fasten off.
With RS facing, join D with sl st to 
first sc of 1st row.
2nd row: Ch 1. 1 sc in each of first 
20 sts. (1 sc. Ch 2. Slip st in first ch. 
2 sc) in next st. 1 sc in each of last 
20 sts. Fasten off.
Small Leaf (make 2)
With C, ch 16.
1st row:  (RS).  1 sc in 2nd ch from 
hook. 1 sc in each of next 2 ch.  
1 hdc in each of next 3 ch. 1 dc in 
each of next 3 ch. 1 hdc in each 
of next 3 ch. 1 sc in each of next  
2 ch. 3 sc in last ch. Working across 
opposite side of foundation ch , 1 sc 
in each of next 2 ch. 1 hdc in each of next 3 ch. 1 dc in each of next 
3 ch. 1 hdc in each of next 3 ch.  
1 sc in each of next 3 ch. Fasten off.
With RS facing, join D with sl st to 
first sc of 1st row.
2nd row: (RS).  Ch 1. 1 sc in each 
of first 15 sts. (1 sc. Ch 2. Slip st in 
first ch. 2 sc) in next st. 1 sc in each 
of last 15 sts. Fasten off.
Insert craft wire through center 
of each Leaf leaving a long end 
at base. Arrange Leaves inserting 
wires into Soil as seen in picture. 
Sew base of Leaves to Soil.
SUCCULENT
See chart on page 3.
With E, ch 73.
1st row:  1 hdc in 3rd ch from 
hook. Ch 2. Sl st in same ch as last 
hdc. [Sl st in each of next 2 ch.  
(Ch 2. 1 hdc. Ch 2. Sl st) in same ch 
as last sl st] 7 times. [Sl st in each 
of next 3 ch.  (Ch 3. 2 dc. Ch 3. Sl st)  
in same ch as last sl st] 8 times.  
[Sl st in each of next 4 ch.  (Ch 3.  
3 dc. Ch 3. Sl st) in same ch as last 
sl st] 8 times. Fasten off.
Coil work into spiral with beg of 
row at center. Sew into position 
on Soil as seen in picture.
SKU # X | CROCHET   1 of X SCC0518-009827M  CROCHET SUCCULENTS | CROCHET    3 of 3CROCHET SUCCULENTS  |  CROCHET
2
1
SNAKE PLANT
LARGE LEAF
12
SNAKE PLANT
SMALL  LEAF1
23
ALOE VERA1
231
REDUCED SAMPLE OF SUCCULENT
STITCH KEY
= chain (ch)
= slip stitch (sl st)
= double crochet (dc)
= treble crochet (tr)= single crochet (sc)
= half double crochet (hdc)",Lily_Sugarn_Cream_Crochet_Succulents.jpg
Caron_Dotted_Daze_Mosaic_Crochet_Blanket_Wrap,"INSTRUCTIONS
Notes:
• Wrap is worked lengthwise.
• To change color, work to last 2 
loops on hook and draw new 
color through last 2 loops, then 
proceed in new color. 
WRAP  (See diagram on page 3) .
With A, ch 245. 
1st row:  (RS). 1 sc in 2nd ch from 
hook and each ch to end of chain. 
Turn. 244 sc.
2nd row:  Ch 1. 1 sc in each sc to 
end of row. Join B. Turn. 3rd row:  With B, ch 1. 1 sc in first 
sc. Sl st in back loops only of each 
of next 17 sc. *1 sc in each of next 
16 sc. Sl st in back loops only of 
each of next 16 sc. Rep from * to 
last 2 sc. Sl st in back loop only of 
next sc. 1 sc in last sc. Turn. 
4th row:  Ch 1. 1 sc in first sc. Sl st 
in front loops only each of next 17 
sl sts. *1 sc in each of next 16 sc. 
Sl st in front loops only of each of 
next 16 sl sts. Rep from * to last 
2 sc. Sl st in front loop only of next 
sl st. 1 sc in last sc. Join A. Turn.
5th row:  With A, ch 1. 1 sc in first 
sc. 1 dc in front loops only of each 
of next skipped 17 sc 3 rows below. 
*1 sc in each of next 16 sc. 1 dc in 
front loops only of each of next 
skipped 16 sc 3 rows below. Rep 
from * to last 2 sts. 1 dc in front 
loop only of next skipped sc 3 rows 
below. 1 sc in last sc. Turn. Approx = 
Approximately
Beg = Begin(ning)
Ch = Chain(s)Dc = Double crochet
Pat = Pattern
Rep = Repeat
RS = Right sideSc = Single crochet
Sl st(s) = Slip 
stitch(es)
St(s) = Stitch(es)CROCHET  I  SKILL LEVEL: INTERMEDIATE",Caron_Dotted_Daze_Mosaic_Crochet_Blanket_Wrap.jpg
Bernat_Crochet_Ogee_Stitch_Afghan,"INSTRUCTIONS
Notes:
• Worked over foundation 
ch multiple of 12 ch + 2.
• Ch 1 at beg of row does not 
count as st.
• To join new color, work to last 
loops on hook of previous 
color. Yoh with new color, 
draw through rem loops and 
proceed with new color.Stripe Pat
With A, work 2 rows.
With B, work 2 rows.
With C, work 2 rows.
These 6 rows form Stripe Pat.
With A, ch 158. See Chart on 
page 3.
1st row: (RS). 1 sc in 2nd ch from 
hook. 1 sc in each ch to end of 
chain. 157 sc. Turn.
2nd row: Ch 1. 1 sc in first sc. Sl st 
in each of next 2 sc. Skip next 2 sc. 
3 dc in next sc. 4 dc in next sc. 
3 dc in next sc. Skip next 2 sc. Sl st 
in each of next 2 sc. *Ch 1. Skip 
next sc. Sl st in each of next 2 sc. 
Skip next 2 sc. 3 dc in next sc. 
4 dc in next sc. 3 dc in next sc.",Bernat_Crochet_Ogee_Stitch_Afghan.jpg
Bernat_Crochet_Pretty_Flowers_Tea_Towels,"INSTRUCTIONS
Note: When changing colors, work to last 2
loops on hook of last st, then draw new colorthrough rem 2 loops and proceed. 
TOWEL I
With MC and larger hook, ch 46. 1st row: (RS). 1 sc in 2nd ch from hook. *Ch 1.
Miss next ch. 1 sc in next ch. Rep from * to endof ch. T urn. 45 sts. 2nd row: Ch 1. 1 sc in first sc. 1 sc in next
ch-1 sp. *Ch 1. Miss next sc. 1 sc in next ch-1 sp.Rep from * to last sc. 1 sc in last sc. T urn.3rd row: Ch 1. 1 sc in first sc. *Ch 1. Miss next
sc. 1 sc in next ch-1 sp. Rep from * to last 2 sc.Ch 1. Miss next sc. 1 sc in last sc. T urn.Rep last 2 rows until work from begmeasures 13 ins [33 cm], ending with RSfacing for next row. Join A. 
Change to smaller hook and proceed as follows:
Edging: 1st row: Ch 1. Working in back loops
only, work 46 sc across. T urn. 
2nd row: Ch 1. 1 sc in first sc. *Ch 2. Miss next
2 sc. 1 sc in next sc. Rep from * to end of row.T urn. 
BERNAT®
HANDICRAFTER COTTON
Pretty FLOWERS
(TO CROCHET)
3rd row: Ch 1. 1 sc in first ch-2 sp. *Ch 2. (2
dc. Ch 3) 3 times in next ch-2 sp. 1 sc in next ch-2 sp. Rep from * to end of row. Fasten off. Towel Topper: With B and smaller hook, ch 2.
1st rnd: 6 sc in 2nd ch from hook. Join with sl
st to first sc.2nd rnd: Ch 1. 2 sc in each sc around. Join with
sl st to first sc. 12 sc. Fasten off.
FLOWER
First Petal: 1st row: Join D with sl st to front
loop only of any sc. *Ch 1. 2 sc in same sp as slst. 2 sc in front loop only of next sc. 4 sc forpetal. T urn. Next 4 rows: Ch 1. 1 sc in each sc across. T urn.
Next row: Ch 1. (Draw up a loop in each of next
2 sts. Yoh and draw through all 3 loops on hook -
sc2tog made) twice. Fasten off leaving a longend.*
Second Petal: **Rejoin D with sl st to front loop
of next unworked sc of 2nd rnd. Rep from * to* once.**Third to Sixth Petals: Rep from ** to ** 4 times
more. 6 petals.3rd rnd: Join A with sl st to rem back loop of
any sc of 2nd rnd. Ch 3. 1 dc in same sp. 2 dc ineach rem back loop around. Join with sl st to topof ch 3. 24 dc.4th rnd: Ch 3. 1 dc in same sp as last sl st. *1 dc in
next dc. 2 dc in next dc. Rep from * to last dc. 1 dcin last dc. Join with sl st to top of ch 3. 36 dc.5th rnd: Ch 3. 1 dc in next dc. *2 dc in next dc.
1 dc in each of next 2 dc. 2 dc in next dc. 1 dcin next dc. Rep from * to last 4 dc. 2 dc in nextdc. 1 dc in each of next 2 dc. 2 dc in last dc. Joinwith sl st to top of ch 3. 50 dc.6th rnd: Ch 3. 1 dc in next dc. *2 dc in next dc.
1 dc in each of next 3 dc. 2 dc in next dc. 1 dcin next dc. Rep from * to last 6 dc. 2 dc in nextdc. 1 dc in each of next 4 dc. 2 dc in last dc. Joinwith sl st to top of ch 3. 66 dc.7th rnd: Ch 1. Working from left to right
instead of from right to left as usual, work
1 reverse sc in each dc around. Ch 7 (loop).Join with sl st to first sc. Fasten off.Using yarn ends from each petal, sew aroundouter edges of petals.
TOWEL II
Work as given for Towel I, substituting A for Dand D for A. 
TOWEL III
Work as given for Towel I, substituting D for B,C for D and B for A. 
TOWEL IV
Work as given for Towel I substituting A for B,B for D and C for A. 
FINISHING
Pleat top edge of each Towel to fit TowelToppers. Sew in position.",Bernat_Crochet_Pretty_Flowers_Tea_Towels.jpg
Bernat_Crochet_Square_Bear,"INSTRUCTIONS
Front and Back (make 2 alike)
With B, ch 23.
1st row: (RS).  1 sc in 2nd ch from 
hook. 1 sc in each ch to end of ch. 
Turn. 22 sc.2nd row: Ch 1. 1 sc in each sc to 
end of row. Turn.
Rep last row until piece measures 
approx 3½"" [9 cm], ending on a 
WS row. 
Next row: (RS). Ch 2 (counts as 
hdc). *Dcfp around next sc. Dcbp 
around next sc. Rep from * to last 
sc. 1 hdc in last sc. Turn.
Next row: Ch 2 (counts as hdc). 
*Dcfp around next st. Dcbp 
around next st. Rep from * to last 
hdc. 1 hdc in top of ch 2. Break B. 
Join A.",Bernat_Crochet_Square_Bear.jpg
Caron_Crochet_Spectrum_Afghan,"INSTRUCTIONS
Note:  Ch 2 at beg of row counts as 
hdc throughout.
With A, ch 176.
1st row:  1 hdc in 3rd ch from hook 
(counts as 2 hdc). 1 hdc in each ch 
to end of chain. Turn. 175 hdc.
2nd row:  Ch 2. 1 hdc in each st to 
end of row. Turn.
Rep 2nd row, in the following 
color sequence:
*With A, 12 rows.
With B, 1 row.
With A, 3 rows.
With B, 2 rows.
With A, 2 rows.With B, 5 rows.
With A, 1 row.*
Rep from * to * once more, 
substituting B for A and C for B.
Rep from * to * once more, 
substituting C for A and D for B.
Rep from * to * once more, 
substituting D for A and E for B.
Rep from * to * once more, 
substituting E for A and F for B.
With F, work 2 more rows. 
Fasten off.
CROCHET  I  SKILL LEVEL: EASYMEDIUM
4
ABBREVIATIONS
Approx = Approximately
Beg = Begin(ning)
Ch = Chain(s)Hdc = Half double crochet
Rep = Repeat
St = Stitch",Caron_Crochet_Spectrum_Afghan.jpg
Bernat_Sleepy_Valley_Crochet_Baby_Blanket,"INSTRUCTIONS
Ch 134.
1st row:  (RS). 1 dc in 5th ch from 
hook (skipped ch-4 does not 
count as st). (Skip next 2 ch. V-st 
in next ch) twice. Skip next 2 ch. 
(V-st. Ch 1. V-st) in next ch. (Skip 
next 2 ch. V-st in next ch) twice. 
*Skip next 2 ch. Yoh and draw up 
a loop in next ch. Yoh and draw 
through 2 loops on hook. (Skip 
next ch. Yoh and draw up a loop 
in next ch. Yoh and draw through 
2 loops on hook) twice. Yoh and 
draw though all loops on hook 
– counts as dc3tog. (Skip next 
2 ch. V-st in next ch) twice. Skip 
next 2 ch. (V -st. Ch 1. V-st) in next 
ch-1  sp. (Skip next 2 ch. V-st in 
next ch) twice. Rep from * to last 
4 ch. Skip next ch. Dc2tog over 
next and last chs. Turn.2nd row:  Ch  3 (does not count 
as st). 1 dc in first V-st. V-st in each 
of next 2 V-sts. (V-st. Ch-1. V-st) in 
next ch-1 sp. V-st in each of next 
2 V-sts. *Dc3tog over next V-st, 
dc3tog and next V-st. V-st in each 
of next 2 V-sts. (V-st. Ch 1. V-st) in 
next ch-1 sp. V-st in each of next 
2 V-sts. Rep from * to last V-st. 
Dc2tog over last V-st and last dc. 
Turn.
Rep last row until work from beg 
measures approx 38½""  [98  cm], 
ending on a RS row. Fasten off.",Bernat_Sleepy_Valley_Crochet_Baby_Blanket.jpg
Bernat_Lush_Life_Crochet_Blanket,"INSTRUCTIONS
Notes:
• To begin working with the 
O’Go format, carefully cut plas -
tic tie where the ends of the 
O’Go meet. 
• Pull tie to remove. 
• Start crocheting! Approx = Approximately
Ch = Chain
Dc = Double crochet
Pat = Pattern
Rem = RemainingRep = Repeat
RS = Right side
Sc = Single crochetSt(s) = Stitch(es)
Trfp = (Yoh) twice and draw up 
a loop around post of next dc 
2 rows below at front of work 
inserting hook from right to left. 
(Yoh and draw through 2 loops 
on hook) 3 times –trfp made.
Y oh = Yarn over hookCROCHET  I  SKILL LEVEL: EASY
Looking for the original pattern? You can find it here.",Bernat_Lush_Life_Crochet_Blanket.jpg
